Always equal to ACS Summary File identification,State Postal Abbreviation,Summary Level,Geographic Component,State (FIPS Code),County of current residence,Census Tract,Block Group,Area Name,Qualifying Name,FIPS,Area (Land),Area (Water),Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,% Total Population: White Alone,% Total Population: Black or African American Alone,% Total Population: American Indian and Alaska Native Alone,% Total Population: Asian Alone,% Total Population: Native Hawaiian and Other Pacific Islander Alone,% Total Population: Some Other Race Alone,% Total Population: Two or More Races,Households:,"Households: Less than $10,000","Households: $10,000 to $14,999","Households: $15,000 to $19,999","Households: $20,000 to $24,999","Households: $25,000 to $29,999","Households: $30,000 to $34,999","Households: $35,000 to $39,999","Households: $40,000 to $44,999","Households: $45,000 to $49,999","Households: $50,000 to $59,999","Households: $60,000 to $74,999","Households: $75,000 to $99,999","Households: $100,000 to $124,999","Households: $125,000 to $149,999","Households: $150,000 to $199,999","Households: $200,000 or More","% Households: Less than $10,000","% Households: $10,000 to $14,999","% Households: $15,000 to $19,999","% Households: $20,000 to $24,999","% Households: $25,000 to $29,999","% Households: $30,000 to $34,999","% Households: $35,000 to $39,999","% Households: $40,000 to $44,999","% Households: $45,000 to $49,999","% Households: $50,000 to $59,999","% Households: $60,000 to $74,999","% Households: $75,000 to $99,999","% Households: $100,000 to $124,999","% Households: $125,000 to $149,999","% Households: $150,000 to $199,999","% Households: $200,000 or More"
Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_STATE,Geo_COUNTY,Geo_TRACT,Geo_BLKGRP,Geo_NAME,Geo_QName,Geo_FIPS,Geo_AREALAND,Geo_AREAWATR,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,PCT_SE_A14001_002,PCT_SE_A14001_003,PCT_SE_A14001_004,PCT_SE_A14001_005,PCT_SE_A14001_006,PCT_SE_A14001_007,PCT_SE_A14001_008,PCT_SE_A14001_009,PCT_SE_A14001_010,PCT_SE_A14001_011,PCT_SE_A14001_012,PCT_SE_A14001_013,PCT_SE_A14001_014,PCT_SE_A14001_015,PCT_SE_A14001_016,PCT_SE_A14001_017
ACSSF,ga,150,0,13,89,21223,2,Block Group 2,"Block Group 2, Census Tract 212.23, DeKalb County, Georgia",130890212232,260502,0,458,265,28,0,165,0,0,0,57.86,6.11,0,36.03,0,0,0,261,28,0,0,0,0,0,0,23,0,0,26,0,38,73,62,11,10.73,0,0,0,0,0,0,8.81,0,0,9.96,0,14.56,27.97,23.75,4.21
ACSSF,ga,150,0,13,89,21224,1,Block Group 1,"Block Group 1, Census Tract 212.24, DeKalb County, Georgia",130890212241,1612226,0,1434,817,317,9,206,0,0,85,56.97,22.11,0.63,14.37,0,0,5.93,1042,15,0,17,0,0,58,14,0,208,156,60,195,78,75,166,0,1.44,0,1.63,0,0,5.57,1.34,0,19.96,14.97,5.76,18.71,7.49,7.2,15.93,0
ACSSF,ga,150,0,13,89,21224,2,Block Group 2,"Block Group 2, Census Tract 212.24, DeKalb County, Georgia",130890212242,181777,0,1524,357,709,0,402,0,46,10,23.43,46.52,0,26.38,0,3.02,0.66,948,400,0,0,0,127,18,35,24,0,24,101,61,59,41,51,7,42.19,0,0,0,13.4,1.9,3.69,2.53,0,2.53,10.65,6.43,6.22,4.32,5.38,0.74
ACSSF,ga,150,0,13,89,21224,3,Block Group 3,"Block Group 3, Census Tract 212.24, DeKalb County, Georgia",130890212243,425180,5766,1025,603,177,0,163,0,0,82,58.83,17.27,0,15.9,0,0,8,435,0,0,0,16,21,68,0,49,0,66,22,30,112,14,31,6,0,0,0,3.68,4.83,15.63,0,11.26,0,15.17,5.06,6.9,25.75,3.22,7.13,1.38
ACSSF,ga,150,0,13,89,21225,1,Block Group 1,"Block Group 1, Census Tract 212.25, DeKalb County, Georgia",130890212251,202236,0,1035,374,375,0,142,0,68,76,36.14,36.23,0,13.72,0,6.57,7.34,607,0,16,23,0,0,0,0,12,83,0,0,136,184,22,56,75,0,2.64,3.79,0,0,0,0,1.98,13.67,0,0,22.41,30.31,3.62,9.23,12.36
ACSSF,ga,150,0,13,89,21225,2,Block Group 2,"Block Group 2, Census Tract 212.25, DeKalb County, Georgia",130890212252,369880,0,1488,428,806,0,65,0,9,180,28.76,54.17,0,4.37,0,0.6,12.1,929,63,0,43,28,39,27,0,6,147,19,371,88,23,0,60,15,6.78,0,4.63,3.01,4.2,2.91,0,0.65,15.82,2.05,39.94,9.47,2.48,0,6.46,1.61
ACSSF,ga,150,0,13,89,21226,1,Block Group 1,"Block Group 1, Census Tract 212.26, DeKalb County, Georgia",130890212261,193033,0,1266,351,434,0,256,0,50,175,27.73,34.28,0,20.22,0,3.95,13.82,704,92,0,10,0,60,26,16,14,23,68,5,249,0,71,38,32,13.07,0,1.42,0,8.52,3.69,2.27,1.99,3.27,9.66,0.71,35.37,0,10.09,5.4,4.55
ACSSF,ga,150,0,13,89,21226,2,Block Group 2,"Block Group 2, Census Tract 212.26, DeKalb County, Georgia",130890212262,871832,0,934,573,140,0,221,0,0,0,61.35,14.99,0,23.66,0,0,0,606,0,0,32,0,37,56,103,0,0,0,0,19,133,24,30,172,0,0,5.28,0,6.11,9.24,17,0,0,0,0,3.14,21.95,3.96,4.95,28.38
ACSSF,ga,150,0,13,89,21226,3,Block Group 3,"Block Group 3, Census Tract 212.26, DeKalb County, Georgia",130890212263,238102,0,948,252,175,0,521,0,0,0,26.58,18.46,0,54.96,0,0,0,668,0,0,0,0,0,0,69,142,0,254,0,0,91,57,22,33,0,0,0,0,0,0,10.33,21.26,0,38.02,0,0,13.62,8.53,3.29,4.94
ACSSF,ga,150,0,13,89,21227,1,Block Group 1,"Block Group 1, Census Tract 212.27, DeKalb County, Georgia",130890212271,629170,0,865,773,0,0,92,0,0,0,89.36,0,0,10.64,0,0,0,233,0,0,0,0,0,0,0,0,0,0,35,52,0,19,27,100,0,0,0,0,0,0,0,0,0,0,15.02,22.32,0,8.15,11.59,42.92
ACSSF,ga,150,0,13,89,21227,2,Block Group 2,"Block Group 2, Census Tract 212.27, DeKalb County, Georgia",130890212272,124001,0,751,592,159,0,0,0,0,0,78.83,21.17,0,0,0,0,0,699,44,0,0,0,0,129,0,0,72,68,66,274,46,0,0,0,6.29,0,0,0,0,18.45,0,0,10.3,9.73,9.44,39.2,6.58,0,0,0
ACSSF,ga,150,0,13,89,21227,3,Block Group 3,"Block Group 3, Census Tract 212.27, DeKalb County, Georgia",130890212273,91343,0,349,79,75,0,195,0,0,0,22.64,21.49,0,55.87,0,0,0,162,0,0,0,0,36,0,0,0,0,59,0,12,17,0,0,38,0,0,0,0,22.22,0,0,0,0,36.42,0,7.41,10.49,0,0,23.46
ACSSF,ga,150,0,13,89,21227,4,Block Group 4,"Block Group 4, Census Tract 212.27, DeKalb County, Georgia",130890212274,561216,0,1980,572,121,0,1123,0,0,164,28.89,6.11,0,56.72,0,0,8.28,762,0,0,49,0,0,0,38,121,0,35,0,141,79,55,76,168,0,0,6.43,0,0,0,4.99,15.88,0,4.59,0,18.5,10.37,7.22,9.97,22.05
ACSSF,ga,150,0,13,89,21227,5,Block Group 5,"Block Group 5, Census Tract 212.27, DeKalb County, Georgia",130890212275,967164,0,1670,1105,438,0,20,0,0,107,66.17,26.23,0,1.2,0,0,6.41,451,0,0,0,0,0,0,0,0,0,0,0,24,37,0,55,335,0,0,0,0,0,0,0,0,0,0,0,5.32,8.2,0,12.2,74.28
ACSSF,ga,150,0,13,89,21228,1,Block Group 1,"Block Group 1, Census Tract 212.28, DeKalb County, Georgia",130890212281,1753415,17629,2259,2046,0,0,213,0,0,0,90.57,0,0,9.43,0,0,0,715,10,0,0,0,0,0,0,6,8,10,24,13,21,85,152,386,1.4,0,0,0,0,0,0,0.84,1.12,1.4,3.36,1.82,2.94,11.89,21.26,53.99
ACSSF,ga,150,0,13,89,21228,2,Block Group 2,"Block Group 2, Census Tract 212.28, DeKalb County, Georgia",130890212282,855686,22663,1227,1162,0,0,43,0,0,22,94.7,0,0,3.5,0,0,1.79,403,0,0,0,0,16,0,13,43,14,14,0,0,0,0,27,276,0,0,0,0,3.97,0,3.23,10.67,3.47,3.47,0,0,0,0,6.7,68.49
ACSSF,ga,150,0,13,89,21229,1,Block Group 1,"Block Group 1, Census Tract 212.29, DeKalb County, Georgia",130890212291,1804823,0,1757,1541,19,0,87,0,0,110,87.71,1.08,0,4.95,0,0,6.26,607,7,0,0,0,0,7,0,6,0,0,48,42,28,106,81,282,1.15,0,0,0,0,1.15,0,0.99,0,0,7.91,6.92,4.61,17.46,13.34,46.46
ACSSF,ga,150,0,13,89,21229,2,Block Group 2,"Block Group 2, Census Tract 212.29, DeKalb County, Georgia",130890212292,1176847,9856,1684,1218,0,0,31,0,0,435,72.33,0,0,1.84,0,0,25.83,591,0,0,0,0,46,21,10,0,7,14,0,22,24,40,197,210,0,0,0,0,7.78,3.55,1.69,0,1.18,2.37,0,3.72,4.06,6.77,33.33,35.53
ACSSF,ga,150,0,13,89,21230,1,Block Group 1,"Block Group 1, Census Tract 212.30, DeKalb County, Georgia",130890212301,793957,0,1915,702,123,0,1074,0,0,16,36.66,6.42,0,56.08,0,0,0.84,849,0,0,0,0,0,25,16,0,0,96,20,52,248,33,85,274,0,0,0,0,0,2.94,1.88,0,0,11.31,2.36,6.12,29.21,3.89,10.01,32.27
ACSSF,ga,150,0,13,89,21230,2,Block Group 2,"Block Group 2, Census Tract 212.30, DeKalb County, Georgia",130890212302,1697902,0,2032,450,247,0,1278,0,11,46,22.15,12.16,0,62.89,0,0.54,2.26,1094,3,0,0,15,49,0,29,0,18,62,115,123,395,51,153,81,0.27,0,0,1.37,4.48,0,2.65,0,1.65,5.67,10.51,11.24,36.11,4.66,13.99,7.4
ACSSF,ga,150,0,13,89,21301,1,Block Group 1,"Block Group 1, Census Tract 213.01, DeKalb County, Georgia",130890213011,2554323,0,742,329,2,34,107,0,195,75,44.34,0.27,4.58,14.42,0,26.28,10.11,307,0,0,25,32,27,0,0,0,19,33,30,55,0,0,21,65,0,0,8.14,10.42,8.79,0,0,0,6.19,10.75,9.77,17.92,0,0,6.84,21.17
ACSSF,ga,150,0,13,89,21301,2,Block Group 2,"Block Group 2, Census Tract 213.01, DeKalb County, Georgia",130890213012,351633,0,1646,166,598,162,373,0,53,294,10.09,36.33,9.84,22.66,0,3.22,17.86,641,43,0,0,12,39,48,55,62,45,66,72,128,8,63,0,0,6.71,0,0,1.87,6.08,7.49,8.58,9.67,7.02,10.3,11.23,19.97,1.25,9.83,0,0
ACSSF,ga,150,0,13,89,21301,3,Block Group 3,"Block Group 3, Census Tract 213.01, DeKalb County, Georgia",130890213013,891752,0,1229,526,383,0,121,0,114,85,42.8,31.16,0,9.85,0,9.28,6.92,808,37,0,0,43,21,42,97,24,25,86,129,97,77,41,19,70,4.58,0,0,5.32,2.6,5.2,12,2.97,3.09,10.64,15.97,12,9.53,5.07,2.35,8.66
ACSSF,ga,150,0,13,89,21305,1,Block Group 1,"Block Group 1, Census Tract 213.05, DeKalb County, Georgia",130890213051,853855,333334,810,458,56,0,155,0,67,74,56.54,6.91,0,19.14,0,8.27,9.14,314,0,1,0,11,33,15,0,0,0,32,21,48,27,11,39,76,0,0.32,0,3.5,10.51,4.78,0,0,0,10.19,6.69,15.29,8.6,3.5,12.42,24.2
ACSSF,ga,150,0,13,89,21305,2,Block Group 2,"Block Group 2, Census Tract 213.05, DeKalb County, Georgia",130890213052,449562,0,2190,640,118,0,63,0,906,463,29.22,5.39,0,2.88,0,41.37,21.14,539,16,0,77,22,20,103,13,0,23,117,50,75,0,15,0,8,2.97,0,14.29,4.08,3.71,19.11,2.41,0,4.27,21.71,9.28,13.91,0,2.78,0,1.48
ACSSF,ga,150,0,13,89,21305,3,Block Group 3,"Block Group 3, Census Tract 213.05, DeKalb County, Georgia",130890213053,890840,0,2436,947,487,59,191,0,397,355,38.88,19.99,2.42,7.84,0,16.3,14.57,687,55,0,17,13,68,16,44,78,14,22,5,144,10,35,75,91,8.01,0,2.47,1.89,9.9,2.33,6.4,11.35,2.04,3.2,0.73,20.96,1.46,5.09,10.92,13.25
ACSSF,ga,150,0,13,89,21306,1,Block Group 1,"Block Group 1, Census Tract 213.06, DeKalb County, Georgia",130890213061,2844177,2936,1812,852,167,44,261,0,74,414,47.02,9.22,2.43,14.4,0,4.08,22.85,587,14,34,0,38,6,0,0,56,25,13,96,75,120,59,29,22,2.39,5.79,0,6.47,1.02,0,0,9.54,4.26,2.21,16.35,12.78,20.44,10.05,4.94,3.75
ACSSF,ga,150,0,13,89,21306,2,Block Group 2,"Block Group 2, Census Tract 213.06, DeKalb County, Georgia",130890213062,1139615,0,866,545,154,0,147,0,20,0,62.93,17.78,0,16.97,0,2.31,0,399,0,0,0,0,45,0,0,0,10,0,0,255,39,32,4,14,0,0,0,0,11.28,0,0,0,2.51,0,0,63.91,9.77,8.02,1,3.51
ACSSF,ga,150,0,13,89,21306,3,Block Group 3,"Block Group 3, Census Tract 213.06, DeKalb County, Georgia",130890213063,634272,0,1079,426,88,0,0,0,313,252,39.48,8.16,0,0,0,29.01,23.35,549,0,0,77,92,52,6,142,0,12,109,21,0,38,0,0,0,0,0,14.03,16.76,9.47,1.09,25.87,0,2.19,19.85,3.83,0,6.92,0,0,0
ACSSF,ga,150,0,13,89,21306,4,Block Group 4,"Block Group 4, Census Tract 213.06, DeKalb County, Georgia",130890213064,657501,0,1425,799,462,27,75,0,11,51,56.07,32.42,1.89,5.26,0,0.77,3.58,794,0,62,69,0,107,14,43,24,25,18,263,64,16,49,13,27,0,7.81,8.69,0,13.48,1.76,5.42,3.02,3.15,2.27,33.12,8.06,2.02,6.17,1.64,3.4
ACSSF,ga,150,0,13,89,21307,1,Block Group 1,"Block Group 1, Census Tract 213.07, DeKalb County, Georgia",130890213071,1048677,0,1299,505,84,19,381,0,113,197,38.88,6.47,1.46,29.33,0,8.7,15.17,434,0,21,12,0,0,75,21,16,14,11,38,59,45,32,75,15,0,4.84,2.76,0,0,17.28,4.84,3.69,3.23,2.53,8.76,13.59,10.37,7.37,17.28,3.46
ACSSF,ga,150,0,13,89,21307,2,Block Group 2,"Block Group 2, Census Tract 213.07, DeKalb County, Georgia",130890213072,1353049,0,1287,158,22,30,315,0,656,106,12.28,1.71,2.33,24.48,0,50.97,8.24,398,11,8,17,11,30,2,19,0,30,10,129,15,80,13,8,15,2.76,2.01,4.27,2.76,7.54,0.5,4.77,0,7.54,2.51,32.41,3.77,20.1,3.27,2.01,3.77
ACSSF,ga,150,0,13,89,21307,3,Block Group 3,"Block Group 3, Census Tract 213.07, DeKalb County, Georgia",130890213073,1218194,0,1227,341,75,44,459,0,159,149,27.79,6.11,3.59,37.41,0,12.96,12.14,429,19,0,7,23,54,7,0,6,32,44,0,25,65,7,50,90,4.43,0,1.63,5.36,12.59,1.63,0,1.4,7.46,10.26,0,5.83,15.15,1.63,11.66,20.98
ACSSF,ga,150,0,13,89,21308,1,Block Group 1,"Block Group 1, Census Tract 213.08, DeKalb County, Georgia",130890213081,1208049,0,1832,665,118,179,333,0,61,476,36.3,6.44,9.77,18.18,0,3.33,25.98,740,56,0,40,34,53,34,9,0,15,78,50,96,72,47,56,100,7.57,0,5.41,4.59,7.16,4.59,1.22,0,2.03,10.54,6.76,12.97,9.73,6.35,7.57,13.51
ACSSF,ga,150,0,13,89,21308,2,Block Group 2,"Block Group 2, Census Tract 213.08, DeKalb County, Georgia",130890213082,450928,0,660,122,69,87,134,0,159,89,18.48,10.45,13.18,20.3,0,24.09,13.48,277,1,23,0,28,19,12,29,8,16,4,10,95,0,0,0,32,0.36,8.3,0,10.11,6.86,4.33,10.47,2.89,5.78,1.44,3.61,34.3,0,0,0,11.55
ACSSF,ga,150,0,13,89,21308,3,Block Group 3,"Block Group 3, Census Tract 213.08, DeKalb County, Georgia",130890213083,1043360,0,1448,467,84,348,135,0,282,132,32.25,5.8,24.03,9.32,0,19.48,9.12,460,88,29,0,67,10,28,7,15,7,14,25,20,73,19,6,52,19.13,6.3,0,14.57,2.17,6.09,1.52,3.26,1.52,3.04,5.43,4.35,15.87,4.13,1.3,11.3
ACSSF,ga,150,0,13,89,21309,1,Block Group 1,"Block Group 1, Census Tract 213.09, DeKalb County, Georgia",130890213091,788690,0,1161,449,89,47,54,0,300,222,38.67,7.67,4.05,4.65,0,25.84,19.12,255,9,0,0,30,0,95,13,0,0,54,24,0,0,12,18,0,3.53,0,0,11.76,0,37.25,5.1,0,0,21.18,9.41,0,0,4.71,7.06,0
ACSSF,ga,150,0,13,89,21309,2,Block Group 2,"Block Group 2, Census Tract 213.09, DeKalb County, Georgia",130890213092,349702,0,775,210,245,0,78,0,206,36,27.1,31.61,0,10.06,0,26.58,4.65,232,17,0,0,17,32,58,23,0,0,20,23,29,5,0,0,8,7.33,0,0,7.33,13.79,25,9.91,0,0,8.62,9.91,12.5,2.16,0,0,3.45
ACSSF,ga,150,0,13,89,21310,1,Block Group 1,"Block Group 1, Census Tract 213.10, DeKalb County, Georgia",130890213101,2007665,0,1894,849,0,155,692,0,29,169,44.83,0,8.18,36.54,0,1.53,8.92,388,11,0,15,17,100,19,0,64,0,27,89,0,0,19,14,13,2.84,0,3.87,4.38,25.77,4.9,0,16.49,0,6.96,22.94,0,0,4.9,3.61,3.35
ACSSF,ga,150,0,13,89,21310,2,Block Group 2,"Block Group 2, Census Tract 213.10, DeKalb County, Georgia",130890213102,651918,0,2022,750,0,8,700,0,447,117,37.09,0,0.4,34.62,0,22.11,5.79,516,33,20,1,99,10,11,76,18,40,15,0,64,76,40,13,0,6.4,3.88,0.19,19.19,1.94,2.13,14.73,3.49,7.75,2.91,0,12.4,14.73,7.75,2.52,0
ACSSF,ga,150,0,13,89,21310,3,Block Group 3,"Block Group 3, Census Tract 213.10, DeKalb County, Georgia",130890213103,586964,0,1529,323,114,112,369,0,383,228,21.12,7.46,7.33,24.13,0,25.05,14.91,705,0,15,101,0,183,111,33,35,21,64,67,27,23,10,15,0,0,2.13,14.33,0,25.96,15.74,4.68,4.96,2.98,9.08,9.5,3.83,3.26,1.42,2.13,0
ACSSF,ga,150,0,13,89,21405,1,Block Group 1,"Block Group 1, Census Tract 214.05, DeKalb County, Georgia",130890214051,862271,0,1430,980,90,0,105,0,14,241,68.53,6.29,0,7.34,0,0.98,16.85,484,25,0,0,0,20,0,0,0,0,9,0,35,43,0,27,325,5.17,0,0,0,4.13,0,0,0,0,1.86,0,7.23,8.88,0,5.58,67.15
ACSSF,ga,150,0,13,89,21405,2,Block Group 2,"Block Group 2, Census Tract 214.05, DeKalb County, Georgia",130890214052,666461,0,1638,1537,51,0,0,0,0,50,93.83,3.11,0,0,0,0,3.05,779,0,0,38,0,0,0,0,0,0,9,110,23,84,21,126,368,0,0,4.88,0,0,0,0,0,0,1.16,14.12,2.95,10.78,2.7,16.17,47.24
ACSSF,ga,150,0,13,89,21405,3,Block Group 3,"Block Group 3, Census Tract 214.05, DeKalb County, Georgia",130890214053,508212,0,1611,1160,79,70,121,0,0,181,72,4.9,4.35,7.51,0,0,11.24,894,85,0,0,41,0,0,0,0,0,63,108,64,143,137,85,168,9.51,0,0,4.59,0,0,0,0,0,7.05,12.08,7.16,16,15.32,9.51,18.79
ACSSF,ga,150,0,13,89,21405,4,Block Group 4,"Block Group 4, Census Tract 214.05, DeKalb County, Georgia",130890214054,366058,0,313,191,66,0,26,0,0,30,61.02,21.09,0,8.31,0,0,9.58,205,0,0,0,0,0,0,0,0,66,12,0,38,0,0,17,72,0,0,0,0,0,0,0,0,32.2,5.85,0,18.54,0,0,8.29,35.12
ACSSF,ga,150,0,13,89,21409,1,Block Group 1,"Block Group 1, Census Tract 214.09, DeKalb County, Georgia",130890214091,473575,0,981,782,0,28,0,0,171,0,79.71,0,2.85,0,0,17.43,0,224,0,0,0,28,0,0,0,13,29,28,0,22,17,0,38,49,0,0,0,12.5,0,0,0,5.8,12.95,12.5,0,9.82,7.59,0,16.96,21.88
ACSSF,ga,150,0,13,89,21409,2,Block Group 2,"Block Group 2, Census Tract 214.09, DeKalb County, Georgia",130890214092,248791,0,1605,446,610,5,0,0,27,517,27.79,38.01,0.31,0,0,1.68,32.21,461,11,74,35,49,43,30,84,0,0,28,42,47,5,13,0,0,2.39,16.05,7.59,10.63,9.33,6.51,18.22,0,0,6.07,9.11,10.2,1.08,2.82,0,0
ACSSF,ga,150,0,13,89,21409,3,Block Group 3,"Block Group 3, Census Tract 214.09, DeKalb County, Georgia",130890214093,319100,0,1553,357,1039,0,140,0,0,17,22.99,66.9,0,9.01,0,0,1.09,720,18,0,0,0,0,0,0,11,0,152,11,132,51,296,49,0,2.5,0,0,0,0,0,0,1.53,0,21.11,1.53,18.33,7.08,41.11,6.81,0
ACSSF,ga,150,0,13,89,21410,1,Block Group 1,"Block Group 1, Census Tract 214.10, DeKalb County, Georgia",130890214101,798638,0,1470,793,48,27,118,0,108,376,53.95,3.27,1.84,8.03,0,7.35,25.58,534,0,0,39,0,25,34,0,33,0,16,57,31,44,85,90,80,0,0,7.3,0,4.68,6.37,0,6.18,0,3,10.67,5.81,8.24,15.92,16.85,14.98
ACSSF,ga,150,0,13,89,21410,2,Block Group 2,"Block Group 2, Census Tract 214.10, DeKalb County, Georgia",130890214102,374697,0,1776,1344,15,103,0,0,32,282,75.68,0.84,5.8,0,0,1.8,15.88,487,29,0,23,0,19,22,24,23,60,75,59,49,30,55,11,8,5.95,0,4.72,0,3.9,4.52,4.93,4.72,12.32,15.4,12.11,10.06,6.16,11.29,2.26,1.64
ACSSF,ga,150,0,13,89,21410,3,Block Group 3,"Block Group 3, Census Tract 214.10, DeKalb County, Georgia",130890214103,1545021,19482,2156,1118,557,0,428,0,33,20,51.86,25.83,0,19.85,0,1.53,0.93,1012,85,0,0,0,0,17,43,0,58,45,196,137,154,58,170,49,8.4,0,0,0,0,1.68,4.25,0,5.73,4.45,19.37,13.54,15.22,5.73,16.8,4.84
ACSSF,ga,150,0,13,89,21411,1,Block Group 1,"Block Group 1, Census Tract 214.11, DeKalb County, Georgia",130890214111,789536,0,1225,978,60,0,26,0,0,161,79.84,4.9,0,2.12,0,0,13.14,546,17,0,0,13,0,11,9,19,65,52,0,55,84,23,44,154,3.11,0,0,2.38,0,2.01,1.65,3.48,11.9,9.52,0,10.07,15.38,4.21,8.06,28.21
ACSSF,ga,150,0,13,89,21411,2,Block Group 2,"Block Group 2, Census Tract 214.11, DeKalb County, Georgia",130890214112,452119,0,1025,730,169,11,70,0,0,45,71.22,16.49,1.07,6.83,0,0,4.39,519,24,0,0,56,0,60,11,0,26,17,14,24,0,45,38,204,4.62,0,0,10.79,0,11.56,2.12,0,5.01,3.28,2.7,4.62,0,8.67,7.32,39.31
ACSSF,ga,150,0,13,89,21411,3,Block Group 3,"Block Group 3, Census Tract 214.11, DeKalb County, Georgia",130890214113,425624,0,1874,1550,212,0,77,0,0,35,82.71,11.31,0,4.11,0,0,1.87,980,29,0,24,8,68,0,0,25,7,23,128,128,18,126,54,342,2.96,0,2.45,0.82,6.94,0,0,2.55,0.71,2.35,13.06,13.06,1.84,12.86,5.51,34.9
ACSSF,ga,150,0,13,89,21412,1,Block Group 1,"Block Group 1, Census Tract 214.12, DeKalb County, Georgia",130890214121,1186961,0,1801,1458,88,0,63,0,38,154,80.96,4.89,0,3.5,0,2.11,8.55,739,0,0,0,10,0,65,13,55,34,23,21,37,17,58,137,269,0,0,0,1.35,0,8.8,1.76,7.44,4.6,3.11,2.84,5.01,2.3,7.85,18.54,36.4
ACSSF,ga,150,0,13,89,21412,2,Block Group 2,"Block Group 2, Census Tract 214.12, DeKalb County, Georgia",130890214122,1011030,0,1095,824,60,0,112,0,0,99,75.25,5.48,0,10.23,0,0,9.04,420,0,7,32,0,0,12,7,4,0,11,14,78,7,7,10,231,0,1.67,7.62,0,0,2.86,1.67,0.95,0,2.62,3.33,18.57,1.67,1.67,2.38,55
ACSSF,ga,150,0,13,89,21412,3,Block Group 3,"Block Group 3, Census Tract 214.12, DeKalb County, Georgia",130890214123,936995,0,916,876,0,0,8,0,0,32,95.63,0,0,0.87,0,0,3.49,343,0,0,11,0,8,0,0,12,3,9,37,38,35,45,12,133,0,0,3.21,0,2.33,0,0,3.5,0.87,2.62,10.79,11.08,10.2,13.12,3.5,38.78
ACSSF,ga,150,0,13,89,21415,1,Block Group 1,"Block Group 1, Census Tract 214.15, DeKalb County, Georgia",130890214151,379515,978,964,612,63,30,184,0,15,60,63.49,6.54,3.11,19.09,0,1.56,6.22,503,0,0,0,0,10,0,0,0,0,26,49,81,69,64,46,158,0,0,0,0,1.99,0,0,0,0,5.17,9.74,16.1,13.72,12.72,9.15,31.41
ACSSF,ga,150,0,13,89,21415,2,Block Group 2,"Block Group 2, Census Tract 214.15, DeKalb County, Georgia",130890214152,799307,0,2170,1211,704,21,128,0,85,21,55.81,32.44,0.97,5.9,0,3.92,0.97,1050,22,25,0,0,70,44,15,21,0,70,45,278,36,62,37,325,2.1,2.38,0,0,6.67,4.19,1.43,2,0,6.67,4.29,26.48,3.43,5.9,3.52,30.95
ACSSF,ga,150,0,13,89,21415,3,Block Group 3,"Block Group 3, Census Tract 214.15, DeKalb County, Georgia",130890214153,856266,19999,1295,596,136,0,168,0,333,62,46.02,10.5,0,12.97,0,25.71,4.79,464,31,0,0,16,11,0,0,10,46,59,27,16,22,0,54,172,6.68,0,0,3.45,2.37,0,0,2.16,9.91,12.72,5.82,3.45,4.74,0,11.64,37.07
ACSSF,ga,150,0,13,89,21416,1,Block Group 1,"Block Group 1, Census Tract 214.16, DeKalb County, Georgia",130890214161,463489,0,592,506,51,0,11,0,0,24,85.47,8.61,0,1.86,0,0,4.05,255,0,0,0,0,0,0,12,0,0,0,13,7,26,23,50,124,0,0,0,0,0,0,4.71,0,0,0,5.1,2.75,10.2,9.02,19.61,48.63
ACSSF,ga,150,0,13,89,21416,2,Block Group 2,"Block Group 2, Census Tract 214.16, DeKalb County, Georgia",130890214162,138128,0,744,638,39,0,45,0,0,22,85.75,5.24,0,6.05,0,0,2.96,383,17,0,0,0,0,0,0,0,0,0,13,0,139,35,38,141,4.44,0,0,0,0,0,0,0,0,0,3.39,0,36.29,9.14,9.92,36.81
ACSSF,ga,150,0,13,89,21416,3,Block Group 3,"Block Group 3, Census Tract 214.16, DeKalb County, Georgia",130890214163,176066,0,845,413,38,138,19,0,34,203,48.88,4.5,16.33,2.25,0,4.02,24.02,315,0,0,0,0,23,17,11,39,15,34,13,103,0,20,40,0,0,0,0,0,7.3,5.4,3.49,12.38,4.76,10.79,4.13,32.7,0,6.35,12.7,0
ACSSF,ga,150,0,13,89,21417,1,Block Group 1,"Block Group 1, Census Tract 214.17, DeKalb County, Georgia",130890214171,212238,0,1943,1046,28,488,0,0,353,28,53.83,1.44,25.12,0,0,18.17,1.44,337,0,45,44,52,0,0,0,0,0,62,63,7,28,36,0,0,0,13.35,13.06,15.43,0,0,0,0,0,18.4,18.69,2.08,8.31,10.68,0,0
